prompt,prompt_len,target
"Somalia Bombing Kills Nearly 80, Raising Fears of Resurgent Militancy.",18,1
"In Age of School Shootings, Lockdown Is the New Fire Drill.",15,1
"Greek Statue Travels Again, but Not to Greece .",11,1
"Justices, 5-4, Reject Corporate Spending Limit.",14,1
"As Voting Nears End, Battle Intensifies Over Which Ballots Will Count.",17,1
"A Tasty Fungus, Stirring Dreams and Lawsuits.",13,1
Trump’s Army Secretary Pick Could Trade One Potential Conflict for Another.,15,0
Aung San Suu Kyi Defends Myanmar Against Rohingya Genocide Accusations.,19,1
"Blagojevich, Guilty on 1 of 24 Counts, Faces Retrial.",20,1
"There’s No Boom in Youngstown, but Blue-Collar Workers Are Sticking With Trump.",20,0
"Trump Aides Try to Reassure Europe, but Many Are Wary.",16,1
"John Morris, Composer for Mel Brooks’s Films, Dies at 91.",18,0
"Before Trump Campaign, Corey Lewandowski Rode Herd on a Town’s Leaders.",16,1
Leaders Call for Peace as Mideast Talks Begin.,12,1
Women Petition U.N. Leader to Seek Korean Peace Treaty.,14,0
"Symone Sanders Bet on Biden, and Herself.",12,1
"At a Loss for Meds, Venezuela’s Mentally Ill Spiral Downward.",18,1
Florida Pastor Arrested After Defying Virus Orders.,10,0
"In a Rebel Camp in Colombia, Marx and Free Love Reign.",14,1
Israeli Diplomat Is Man in Middle.,8,1
Calling Poutine ‘Canadian’ Gives Some in Quebec Indigestion.,15,0
"As Carr Fire Kills 2 in California, Firefighters Reflect on a Job Now ‘Twice as Violent’.",22,0
"Before Pearl Harbor, Emperor Warned Against War .",11,0
Chaos Builds in the Streets of Cairo as a Truce Fails.,14,1
Pompeo Issues a Warning to the World on Trade.,12,0
Fired Officer Is Indicted in Breonna Taylor Case; Protesters Wanted Stronger Charges.,18,1
U.S. Drone Strike Kills Foreign Commander Fighting for Militants in Somalia.,17,0
"Wang Jianlin, a Billionaire at the Intersection of Business and Power in China.",18,1
"In Remote Alaska, Financing Puts a Rare Refuge at Risk.",13,0
"Across Midwest, Farmers Warn of G.O.P. Losses Over Trump’s Trade Policy.",21,1
G.O.P. Congressman in South Carolina Takes a Risk With a Foray Into Immigration.,21,0
"Farish Jenkins, Expert on Evolving Fossils, Dies at 72.",18,0
Violent Video Was Product of Right-Wing Provocateurs and Trump Allies.,16,1
Australian Media Redact Their Front Pages to Protest Secrecy Laws.,14,0
"In California, Fires So Fast Hesitation Proved Lethal.",13,1
Plan to Let Poultry Plants Inspect Birds Is Criticized.,13,0
‘Politics of Hate’ Takes a Toll in Germany Well Beyond Immigrants.,15,1
"In Israeli City of Haifa, a Liberal Arab Culture Blossoms.",14,0
Pentagon Says Afghan Forces Still Need Assistance.,10,1
Worried Greeks Fear Collapse of Middle Class Welfare State.,12,1
Desperation Fuels Trips of Migrants to Spain.,11,0
"James D. Wolfensohn, Who Led the World Bank for 10 Years, Dies at 86.",25,0
"With Official’s Conviction, China Calls Attention to Its Crackdown on Corruption.",18,0
"In Graft Inquiry, Benjamin Netanyahu’s Worst Enemy May Be Himself.",16,0
"Amid Mass Protests, Syrian Cease-Fire Is Tested by Reports of Clashes.",19,0
Troubles at an Aging Steel Mill Mirror Italy’s Own.,14,0
Hillary Clinton Appears to Gain Late Momentum on Surge of Latino Voters.,14,1
"As Britain Edges Toward Lockdowns, Long-Held Grievances Flare Up.",16,0
Iran Announces New Breach of Nuclear Deal Limits and Threatens Further Violations.,15,1
"As New Coronavirus Spread, China’s Old Habits Delayed Fight.",14,1
"At Mexico’s Top Restaurants, Service Too Good to Be Good.",15,0
Followers of Sadr Emerge Stronger After Iraq Elections.,12,1
"Challenged on Medicare, G.O.P. Loses Ground.",16,1
Court Backs Michigan on Affirmative Action.,9,1
China to Prosecute Pu Zhiqiang for Activism.,12,0
Toronto Mayor Called to Testify in Canada.,10,0
Obama Presses Leaders to Speed Ebola Response.,9,1
"In Ukraine, Corruption Is Now Undermining the Military.",12,1
Ivory Coast Leader Swayed by Force as He Considers Exit.,14,1
"Mo Salah of Liverpool Breaks Down Cultural Barriers, One Goal at a Time.",16,0
"In Nepal, a Better Life With a Steep Price.",12,0
"From Sergeant-at-Arms to Canadian Ambassador, After Ottawa Attack.",15,0
Documents Open a Door on Mideast Peace Talks.,12,0
Nurses Battling Coronavirus Beg for Protective Gear and Better Planning.,14,0
The Promise and Unfulfilled Potential of South Africa’s President.,14,0
"Trump’s First Week: Misfires, Crossed Wires, and a Satisfied Smile.",19,1
Trump Pitches ‘America First’ Trade Policy at Asia-Pacific Gathering.,16,1
"Reginald Foster, Vatican Latinist Who Tweeted in the Language, Dies at 81.",21,0
Amanda Knox in Italy: ‘I Am Not a Monster’.,13,0
Alabama Victory Provides Blueprint for New Bannon Alliance.,11,1
Scope of Russian Hacking Becomes Clear: Multiple U.S. Agencies Were Hit.,17,1
"Alaska Winner, Lover of Privacy, Loses His Own.",13,1
"Democrats Escalate Calls for Trump Inquiry, With Republicans More Reserved.",14,1
South Korean Official Says MERS Outbreak Seems to Be Easing.,14,0
"African-Americans Are Highly Visible in the Military, but Almost Invisible at the Top.",18,1
Trump Visa Rules Seen as Way to Pressure Colleges on Reopening.,14,0
Ex-Guatemalan President Extradited to U.S. in Corruption Case.,18,0
Ukraine Halts Repayments on $3.5 Billion It Owes Russia.,17,0
"Iran Sticks to Terms of Nuclear Deal, but Defies the U.S. in Other Ways.",21,1
A Winding Trail for Mitch McConnell to Lead the Senate.,12,1
Bernie Sanders vs. The Machine.,8,1
"Saudi Women Can Drive, but Here’s the Real Roadblock.",15,1
"After India Loses Dogfight to Pakistan, Questions Arise About Its ‘Vintage’ Military.",20,1
James Murdoch Denies Misleading Parliamentary Panel.,10,0
Young Immigrants Say It’s Obama’s Time to Act.,14,1
The Oversight Playbook From 2008 Returns as Bailout Swells.,18,0
"Behind the Masks in Ukraine, Many Faces of Rebellion.",12,1
Planned Parenthood Won’t Accept Money for Fetal Tissue.,12,1
U.S. Actions in Iraq Fueled Rise of a Rebel.,15,1
Russia to Ease Law on Forming Political Parties.,10,0
Toll in Attack on Yemen Military Base Rises to at Least 76.,16,0
Biden Confronts Trump on Safety: ‘He Can’t Stop the Violence’.,18,1
Sudan Declares State of Emergency as Clashes Continue.,12,0
Coptic Church Chooses Pope Who Rejects Political Role.,13,0
"In Alaska, Two Names Not on the Ballot Play Roles.",13,0
A Businessman Who Trades in Hand-Me-Downs.,13,0
"Rusty Staub, Durable Batter Who Won Pennant With Mets, Dies at 73.",19,0
Texas: Panel Rules Agent Can Be Sued Over Shooting Teenager Across Border.,17,0
Sri Lanka Destroys Illegal Elephant Tusks.,11,0
"In a Cambodian Friendship, a Secret Quest.",10,0
SEAL Team 6 and a Man Left for Dead: A Grainy Picture of Valor.,19,1
"Obama, in Mosque Visit, Denounces Anti-Muslim Bias.",14,1
Accord Reached Settling Lawsuit Over BP Oil Spill.,14,1
Police Pin a Rise in Murders on an Unusual Suspect: Covid.,15,0
"With No Evidence of Fraud, Trump Fails to Make Headway on Legal Cases.",17,1
"In Quake’s Wake, Haiti Faces Leadership Void.",12,0
"U.S. Military’s Global Edge Has Diminished, Strategy Review Finds.",18,0
Deadly Heist Shakes a South American Borderland Trying to Shed Its Lawless Image.,17,0
Open Doors and Lingering Pain at Charleston Church Where 9 Were Killed.,16,1
Tackling Infant Mortality Rates Among Blacks.,9,0
Scope and Pace of Gulf Cleanup Is Criticized.,12,0
Street Battle Over the Arab Future.,8,1
Tearful Moment With Merkel Turns Migrant Girl Into a Potent Symbol.,15,0
"As Trump Assails Caravan, a Clash Between Migrants and Mexico Police.",17,0
France: Protesters Block Train Carrying Nuclear Waste.,11,0
"Jeanne Guillemin, Who Exposed Soviet Anthrax Lab, Dies at 76.",18,0
Crises Shake German Trust in Euro Zone.,10,0
The Nauru Experience: Zero-Tolerance Immigration and Suicidal Children .,15,0
Plan Would Keep Small Force in Iraq Past Deadline.,11,1
Los Angeles Braces for Major Teachers’ Strike.,11,0
"Behind Public Persona, the Real Xi Jinping Is a Guarded Secret.",15,1
"Pakistani Army, Shaken by Raid, Faces New Scrutiny.",15,1
"For Virginia Governor Grappling With Race, a Childhood Trying to See Beyond It.",17,1
Ivanka Trump Tests Her Diplomatic Chops and Riles a Legion of Critics.,17,0
Top Two Officers on Navy Ship in Deadly Collision Off Japan Are Relieved of Duties.,18,1
Mystery in Hezbollah Operative’s Life and Death.,12,1
Why the Senate Couldn’t Pass a Crime Bill Both Parties Backed.,16,0
Shiite Militias Pose Challenge for U.S. in Iraq.,15,1
Police Storm Squatters at Rio Stadium Site.,10,0
N.S.A. Choice Is Navy Expert on Cyberwar.,15,1
European Tourists Stabbed at a Beach Resort in Egypt; 2 Die.,16,0
Evangelicals Aim to Mobilize an Army for Republicans in 2016 .,20,1
Gentrification Spreads an Upheaval in San Francisco’s Mission District.,17,0
A Print Devotee Scoops the Competition in France.,13,0
Trump’s Secret Service Has Struggled With Outbreak at Training Center.,16,0
"From Bloody Scene to E.R., Lifesaving Choices in Tucson.",16,1
Midnight Curfew in Effect for Ferguson.,9,1
F.B.I. Investigates Assaults Near Michigan Campus.,15,0
From Cuba to Miami by Providence and a Homemade Boat.,12,1
Donald Trump Acknowledges Not Paying Federal Income Taxes for Years.,13,1
Bernie Sanders’s Message Resonates With a Certain Age Group: His Own.,17,1
Assad Accepts Cease-Fire; Opponents Are Skeptical.,16,0
Hillary Clinton Embraces Her Mother’s Emotional Tale.,12,1
Iran Halts Release of American Held for a Year.,12,0
"Hunger Strike by California Inmates, Already Large, Is Expected to Be Long.",17,0
Saudi Arabia Promises to Aid Egypt’s Regime.,11,1
"At Hearing on Fort Hood Attack, Few Clues.",11,0
Officials Detail Hostage Siege in Georgia.,9,0
Glimpses of Kagan’s Views in Clinton White House.,15,0
Homeland Security’s Latest Target: Vaccine Scams.,13,0
ISIS Lieutenant Emerges From Australian Red-Light District.,12,1
"As Gang Murders Surge, South Africa Sends Army to Cape Town, and the City Cheers.",19,0
Black Church Is Target Again for Deadly Strike at the Heart.,13,1
Court Rejects Same-Sex Marriage Ban in California.,12,1
"Pakistani Militant, Price on Head, Lives in Open.",14,1
President of Sri Lanka Dismisses Chief Justice.,10,0
U.S. Soldier’s Lawyer Says Access Denied to Evidence.,15,0
"In Shift, Egypt Warms to Iran and Hamas, Israel’s Foes.",18,1
Why Hunger Can Grow Even When Poverty Doesn’t.,12,0
Morocco Orders U.N. to Cut Staff in Disputed Western Sahara Territory.,17,0
"Trump Unites Left and Right Against Troop Plans, but Puts Off Debate on War Aims.",19,1
"Italians, Helped by an App, Translate the Talmud.",13,0
Ethnic Rifts in Bolivia Burst Into View With Fall of Evo Morales.,15,1
"In Pardoning Saudi Arabia, Trump Gives Guidance to Autocrats.",14,1
"Thai Princess, Queen-to-Be, Gives Up Title .",14,0
No Charges in Death of Alzheimer’s Patient Mistaken for Intruder.,16,0
"As Perry Rises, G.O.P. Elite Look Toward Romney.",16,1
Justices to Decide if a Ban on Life Terms for Juveniles Applies Retroactively.,18,0
‘They Call Me a Criminal’: Nursing Home Workers Who May Spread the Virus.,17,0
"As Carr Fire Kills 2 in California, Firefighters Reflect on a Job Now ‘Twice as Violent’.",22,0
A Trump Immigration Policy Is Leaving Families Hungry.,10,1
"More Republicans See Donald Trump as a Winner, Poll Finds.",13,1
Tsunami and Volcano Batter Indonesia.,8,0
"China’s Premier Admits Failings, but Defends Image.",15,0
"Months After John McCain’s Death, Trump Keeps Feud With Him Alive.",17,1
Palestinians Enter Talks With Egypt to Stake Mediterranean Claims.,13,0
"Spending Cuts Seen as Step, Not as Cure.",11,1
"Atop TV Sets, a Power Drain That Runs Nonstop.",14,0
"As Nurse Lay Dying, Offering Herself as Instruction in Caring.",14,1
Boehner Becomes the Lead Character as Roles Are Reversed in the Capitol.,17,0
"For Wounded, Daunting Cost; for Aid Fund, Tough Decisions.",15,1
"After ’09 Fraud, Afghanistan Reports a Cleaner Election.",13,0
Spying Suspects Seemed Short on Secrets.,11,1
Deal on Greek Debt Crisis Exposes Europe’s Deepening Fissures.,17,1
"Taliban Flag Is Gone in Qatar, but Talks Remain in Doubt.",15,0
Deficit Divisions Likely to Grow After Election.,10,1
"Fleeing the Coast Before the Storm, Only to Be Trapped Inland.",17,0
Brutal Haqqani Crime Clan Bedevils U.S. in Afghanistan.,16,1
Voters’ Concerns on Immigration Spin British Campaign.,11,0
Syrian Hospitals Hit as Battlefield Grows More Chaotic.,12,0
Mexico Puts Its Children on a Diet.,9,0
Bush Steps Back Into Spotlight to Help Africa Fight Epidemics.,13,0
13 Detroit School Principals Charged in Vendor Kickback Scheme.,13,0
Trump Bypasses Republicans to Strike Deal on Debt Limit and Harvey Aid.,15,1
"A Burst of Gunfire, a Pause, Then Carnage in Las Vegas That Would Not Stop.",21,1
"A Century After Armenian Genocide, Turkey’s Denial Only Deepens.",15,1
Effort by Japan to Stifle News Media Is Working.,12,0
Justice Dept. Backs Suit Accusing Harvard of Discriminating Against Asian-American Applicants.,19,1
"In Targeting Ex-Premier, Thai Junta Takes a Risk .",13,0
Former First Lady of France Colors In Details of an Affair.,13,0
Trump Takes Mantle of First Bull as the Stock Market Rises.,13,0
Vatican Preparing New Guidelines to Deal With Sexual Abuse.,12,0
Russian Oligarch Sues the U.S. Over Sanctions.,14,0
Pakistani Train Inferno Was Decades in the Making.,12,0
U.S. Acknowledges Airstrike in Somalia Caused Civilian Deaths.,16,0
Arizona Prison Escapee Is Captured.,9,0
"Ex-Lair of Tyrant, Now Just Any Place.",14,0
Trump Greets Plans for North Korea-Syria Meeting With Deafening Silence.,16,0
Democrats See an Opening in Kansas if Trump Ally Wins Primary.,13,1
"Revisiting a World War II Internment Camp, as Others Try to Keep Its Story From Fading.",22,0
Workers Enter Japan’s Crippled Reactor Building.,11,0
"In One Kansas Town, Even Hotter Than Usual.",12,0
Japan’s New Optimism Has Name: Abenomics.,14,1
North Korea Reported to Test Short-Range Missiles.,12,0
South Korea Retaliates Against Japan in Trade and Diplomatic Rift.,14,0
More Christians Flee Iraq After New Violence.,10,1
"French Lawmakers Visit Crimea, to the Dismay of Officials Back Home.",16,0
What Black Lives Matter Has Revealed About Small-Town America.,13,1
Carles Puigdemont Abandons Bid for Catalonia Presidency.,14,0
"On Defensive, BP Readies Dome to Contain Spill.",12,1
Boxer-Turned-Politician Shakes Up Ukrainian Elections.,13,0
Ex-President of Ukraine Is Implicated in 2000 Killing.,17,0
Certainties of Modern Life Upended in Japan.,11,1
Conflict Over Squatters Divides Argentina.,9,0
C.I.A. Is Said to Have Bought and Destroyed Iraqi Chemical Weapons .,19,0
Belarus Says Suspects Confessed to Subway Bombing.,12,0
Syria Protests Cite Observers and a Truce as Faltering.,15,0
German Fears About Inflation Stall Bold Steps in Debt Crisis.,12,1
Fault-Finding Grows Intense as Cuts Near.,10,1
"Russia ‘Accountable’ for Downed Airliner, Australia and Netherlands Say.",17,0
Turkey and Iran Signal a Softening of Differences Over Syria.,13,0
"Incoming Speaker Takes Commercial Flight, but Skips the Pat-Down.",15,0
"British Parliament Hit by Cyberattack, Affecting Email Access.",12,0
"Venezuela’s Most-Wanted Rebel Shared His Story, Just Before Death.",16,1
A Conflicted Donald Trump Tries a New Tactic: Sticking to the Script.,18,1
"U.S. Tries to Bolster Taiwan’s Status, Short of Recognizing Sovereignty.",20,0
Kerry and Albright Ask Courts to Keep Blocking Trump’s Travel Ban.,15,0
Rocket Hits Resort on Border of Jordan and Israel.,11,0
"Trump Will Call for a Pentagon Plan to Hit ISIS Harder, Officials Say.",16,1
Justices to Revisit Voting Act in View of a Changing South.,15,1
Obama’s Plan for Guantánamo Is Seen Faltering.,15,1
Imam’s Path From Condemning Terror to Preaching Jihad.,14,1
"Roaring Waters, Deep Scars: ‘It Chewed Us Up’.",15,1
The Roberts Court Comes of Age.,8,1
Turkey Inching Toward Alliance With U.S. in Syria Conflict.,15,1
Pope Criticizes Climate Change Deniers and Trump on DACA.,15,0
"Clashes Erupt for 2nd Day in Yemeni Capital, as Troops Fight Defectors.",21,0
"As Germans Push Austerity, Greeks Press Nazi-Era Claims.",15,1
Security Questions Are Raised by Break-In at a Nuclear Site.,14,0
"In Libya, Massacre Site Is Cleaned Up, Not Investigated.",15,0
Ilhan Omar Controversy Caps a Month of Stumbles for Democratic Leaders.,15,1
"Nancy Friday, 84, Best-Selling Student of Gender Politics, Dies.",18,0
Duterte Faces Test in Battle With ISIS-Linked Militants in the Philippines.,17,0
"Jim Mattis, Defense Secretary, Resigns in Rebuke of Trump’s Worldview.",21,1
"At Mexico’s Top Restaurants, Service Too Good to Be Good.",15,0
Culture Clash With Afghans on Display at Briefing.,10,0
Giving Reins to the States Over Drilling.,10,1
"Blaming Muslims After Attack, Donald Trump Tosses Pluralism Aside.",15,1
"Gina Haspel Has the Experience to Run the C.I.A., and That May Be Her Biggest Problem.",24,1
Faulty Iowa App Was Part of Push to Restore Democrats’ Digital Edge.,16,1
