prompt,prompt_len,target
OMG! I'm Back. I Know I Was Out For A Week. Because My Brother Took His Laptop With Him To Mexico. So I Couldn't Be Online.,36,1
Had such a great weekend! Glad it's sunny out today,14,1
I have to work tonight  But I get my paycheck!,13,0
"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works",21,0
"@atlprincess 'erocka the ruler' i called you, but i see i gets the no love   whats up with that?",28,0
How I met your mother and Scrubs in role! YEAH! &quot;Cause I'm FLY!,23,1
"yay, just got my stuff from rygegrej.dk  Perfect tastes like banana and apple",21,1
The Mediteranian Kitchen...oh well can't get them all right.,17,0
Going to sunnybank,5,0
AHHHH! Cant find anything because I have way too much open,14,0
@sarahconquilla Many many thanks!!!  (it's about school!) Weeeee!!!,20,1
"@Alleexx1995 umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",39,1
"@JoelMadden Awe man, that sucks. Everyone makes mistakes. I have a feeling that people can forgive you",25,0
@Sij8 2002 - the TSX is nice just cuz it's a new car- handles nice but doesn't have the horses of the TL-S,39,0
I have to work tonight  But I get my paycheck!,13,0
@iGaia Nope!  She can travel all she wants when SHE can pay for it.,20,0
thankful for the rain for our garden! The kids and I are starting on our gardening lapbook (thanks Heidi  http://www.lapbooklessons.com/,35,1
This weekend went by way too fast!  On my way to work with David Archuleta in tow.,23,0
never trust someone else's battery operated power tools when you're in a hurry,18,0
@Dannyvan I googled &quot;engagement rings&quot; &amp; this is the EXACT ring i want.it was the 1st result too  *sigh* love it.http://twurl.nl/jaq5j4,52,1
has hurt feet,4,0
Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!,35,1
I somehow miss you.,6,0
is having trouble breathing through the pain..and now i have a damn fever...   (^~^)&lt;^&gt;,28,0
Pretty happy with how things have changed over the past 2 months...definitely for the best,19,1
oh about you lol sorry my minds always on you,11,0
"what? you thought I did it all for mom of the year award? nope, tad bit more selfish than that:",25,0
its my last friday of my high school years!,11,0
"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that's enough, isn't it?",37,0
-- Omg I can't believe jay leno is going off the air  I HATE CONAN O'BRIAN,25,0
"@victorglenn saw your pics, so awesome!",13,1
@edma my brain has become a converter ed. i've been converting into LM for  the past 2 yrs. every 5 mins of every single day,35,0
"@MouseGoesSqueak ahhhh.same here with Geometry, like i said b4, if i didn't have it, i would be graduated!! so i feel ur pain hun!",40,0
@rafikakikukeko of couuuurse fika  i'll pray thes best for you then.,27,1
"wearing a pair of trousers that were loose last year, tight this year",15,0
"@BiggaBX Yes, It's only fair  lol",14,0
Rachmaninoff makes me a happy panda.,11,1
feeling the need for more advil.,9,0
NW Macedonia: Few rainy days in a row.,11,0
House Hunting was a PAIN! House Shifting is a SUPER PAIN!! Packing never seems to end  I can't even Imagine Unpacking :-P,30,0
@pennynash I was scared by the Daleks in the DW Exhibition in Cardiff.,18,0
@LadyLogan Thats awesome!!  Good idea!!,11,1
@Jennettemccurdy http://twitpic.com/4uy8l - LOL  why are they drumming there?,28,0
@TheUnclean Thanks. Busy as fuck is good in my book.,16,1
@DutchReaganite Then I'll need plenty of quizzes to get through the work day.,21,1
I'm so pumped for the day!,10,1
"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",18,0
"damn - Apple store is down for updates... what's coming, I wonder?",18,0
@LarryWalksFast Cool. That'd be fantastic!,14,1
I am officially a kindergarten cop,7,1
~ Happy Star Wars Day.every one ~  ...may the fourth be with you!,19,1
1 week and 1 one day to go.,11,1
"@WhitneyEVE i love the new hairdo! haha, and i live in NY too, so yeah it was REALLY hott!",29,1
"Yummy yum-cha for mother's day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",39,1
"Orange/Pineapple/Banana smoothie after a very long, very hard day = HEAVEN!",18,1
@flyersonthefly http://twitpic.com/45r61 -  saddest thing i've seen a while,31,0
"@hellivina you work really hard so, sometimes you need a break, haha.  so, yeah...just let me know if you need help in anythin'.",36,0
The NVIDIA ION-based Lenovo IdeaPad S12 (  http://is.gd/J6Zy ) is awesome.  Fn key to left of Ctrl makes it non-starter for me though,42,0
finally shifted from Twhirl to TweetDeck so I can filter through my close friends' updates  happy monday peeps,24,0
@taracasper what are you doing here? I thought you were back at work today!,20,0
@uncomplex not sure I can make it afterall,12,0
cleaning day!,4,1
"Screw it goin back to bed,,ill just go tomorrow ,,,,,kinda sad",16,0
why does my body decide NOW is a good time to wake up every morning at 8?! Maybe Dean will wait for me in my dreams...,30,0
@dreamobscene I know how you feel  Have a lovely relaxing weekend!,17,1
@chelseytx I don't have the app that does it,15,0
Happy Mother's day mang!!! thank you and i love you,14,0
"Family guy reruns, food, and, good phone conversations  ah, saturdays.",19,1
"@cowpunkmom Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?",33,1
@VWayne noo sorry my love...after that i'm going to pop about 7 zyrtec and go to sleep,27,0
@3Magpies Thanks! and to you as well!,13,1
@jackfaulkner I forgot all of those people,11,0
just woke up to a flat tire,8,0
"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully, by my toe). Still feels weird",31,0
just got home  but about to leave again,10,0
@wita  Still think it's unfair that Infamous isn't on PC. =/,22,0
no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,22,1
i was an extra. got ready for work for nothing. studying all night,16,0
Round and Round the Garden: The amazing thing is that he's still talking to me!  http://tinyurl.com/dx8as4,31,0
@lewace11 that sucks man,10,0
@tommcfly i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!,36,1
@nsharm75 thank you for reading Ohlala,12,1
@shereemcfly09 arrr bummer  who do you want to win?,20,0
28ï¿½ in VanCity? Holy shizz. I will be home soon kids!,20,1
"@DanielleAdalis the ending is te funniest, you'll see. ;) @JonasBrothers you know paranoif is always stuck in my head?? Love it.",35,1
Did it just start to thunder out of nowhere??,11,0
On my way to Ft. Knox   http://myloc.me/1Zyg,19,0
"@DjChino102Jamz  I just got through doing my work now I can take the whole day off, its great being your own boss",33,1
Wrong button  ... My music biz building that is.,12,0
My sunglasses broke,4,0
my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies,29,1
"is trying to deny that she's beginning to miss him -- more and more, each and every single day that their apart  ... i need Sprite! HAHA!",35,0
"@PaintByWord, word!?",8,0
LOL! That bank told me the time.,10,0
@jlynn242001 ur there when I'm not  lol,19,0
I've burnt my collerbone and arms and face! aww!,17,0
HD full again...  http://plurk.com/p/x2eb3,19,0
@chaletlaforet shit that is awful... could not believe it at first... so sad,20,0
"Loving the weather this weekend, shame i'm back into work tomorrow",15,0
"So now, I have conjunctivitis in my left eye. Is this a sign of something? What did I do wrong to deserve this?LOL I'm dying people!",36,0
Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show,23,0
"@podagraph Wait a min, u pretty much home til u jump the pond? I have 1 wk 2 go. If I could find a cheap flt  It's a thought, haha.",44,0
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),34,0
@christian792 LOL we're such twitter addicts,13,1
Don't we all love bank holidays,9,1
@littlereddr WHAT! That's a sin!,14,0
borred what everyone doingn check out links on my profile,13,0
Is eating BBQ Jalapeno Torta Subway from Los Chaparros right next door..,18,0
@nicolemauricio Aw how come ur up so early? love ur youtube vids btw,18,1
@roflwolf yeah they are basically awesome,9,1
Tweetie v helpfully shrinks longer tweet. Brilliant.,12,1
Alix's graduation party!,8,0
@nick_carter  we can't see the video it's private,17,0
I right here...don't worry,9,0
@jimmycarr I've been sat sunbathing in the bombed out church all day and left and missed you,24,0
"@CrysWinchester HAHAAH! Crys, you blowing the fuses is a typical move",22,1
"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels",22,1
Football session after this.fun,7,1
@katherine_kelly PJ days are the best days,12,1
Sooo tired i cant believe its already dark outside i didnt even get to see the day,18,0
@reivad so's the smell of cigarettes and alcohol... at least *i * like it.,23,0
Nighty night Twits! Tty in the morning...,13,1
wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,16,1
"@purdyboy thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha.",35,1
@lostintheforest thanks!  Remember the SAE for the we make stuff too,17,1
is obsessing over chris pine  heehee...,11,1
@acmaurer No wonder I didn't get into Urbana,14,0
@30SECONDSTOMARS Itï¿½s NO voting vs anything - simple but true: yr *Stronger* cover is the BEST - w/o me *looking through pink glasses*!,42,1
@FoluB pebbles thrown at windows should get *someones* attention,16,0
Morning all! Have a GREAT DAY! Off to school I go,14,1
Manchester was wayyyyy to busy!  so warm today also! :'(,15,0
just got home had a major daily tset today. its math and i wish i got 6 or more,23,0
Wish someone would by my 90mm Mamiya MF lens. Needs the money,18,0
Whoooooo! Spcn 2009!  ready to cheer for @Dariane!,21,1
"final one, over. only one more and two pages of an essay left",16,0
"it's been so nice all day, and now it looks like it's going to rain...just when i was getting excited about taking photos when i get home",35,1
random night of fun  now im chillin at home.. happy mothers day!,17,1
is hoping that she left her bb at home and didn't lose it on the Metro,19,0
"@Aeire ahahaha, that happens to me all the time.  poor Angela!",19,1
2nd result of the day: found my timeout book of bars whiiich means i've now recovered everything I thought i'd lost. Small victories =,34,0
"@boilerfan_98 Damn, that's my favorite part...lol...ok, i'll just keep in stock alot then",29,0
"@mayoberry mmm, athletic!!",8,0
@officialTila wow... that was very sexy,11,0
whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,29,1
@Woahitssarah i believe that you are,11,0
Just touched down in Changi. +1/2 hrs to kill before heading to Penang.  Must fly singapore air more often!,28,1
VAST concert tomarrow night!!!!,8,0
Mother's Day family dinner on a rainy Sunday night,12,1
"we went, we bought, we conquered! and we came back with the most delicious custard croissant",20,0
"oh happy day!!! nice weather, smiling, happy baby and icecream later",16,1
@NB82 aww sorry ot hear that  least its work though!,17,0
&quot;Everyone has one special thing.&quot;  This guy sets the record  for the longest pronunciation of the word &quot;Fresh&quot;    http://bit.ly/3mD9fV,46,0
@goodlaura  *waves to make it all OK again*,14,1
@BrineandBastard What??  Nooooooooo      There goes my weekend!,19,0
@spootychild omfg I have been DOWNING them they are so tasty. I ate almost all of them with Lo,26,1
Finally came around to shorten my Twitter username from @pascalfinette to @pfinette. If you follow me - no need to change anything.,31,0
&quot;dream of a better world because it's coming&quot; -someone could live off of those words dude,26,1
@dannywood Good morning Dan! It's my Bday and I plan on getting some exercise too today!!  Love ya!! See you in NYC!!!,33,1
